"ID"	"wolverine_1"	"hamlet_11"	"joans_11"	"ginger_14"	"kubo_14"	"wolverine_14"	"kubo_15"	"ivy_17"	"kubo_17"	"wolverine_17"	"ginger_18"	"hamlet_18"	"ivy_18"	"kubo_18"	"wolverine_18"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"ginger_20"	"hamlet_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"joans_21"	"korra_21"	"kubo_21"	"hamlet_22"	"henry_22"	"joans_22"	"korra_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"korra_23"	"ginger_24"	"henry_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"ginger_29"	"henry_29"	"joans_29"	"korra_29"	"kubo_30"	"hamlet_31"	"ginger_36"	"henry_36"	"joans_36"	"kubo_37"	"ophelia_37"	"wolverine_37"	"ginger_41"	"hamlet_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"henry_42"	"ivy_42"	"ophelia_43"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"hamlet_45"	"henry_45"	"ivy_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"charles_46"	"hamlet_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"ginger_47"	"ivy_47"	"marshmallow_47"	"charles_48"	"hamlet_48"	"henry_48"	"ivy_48"	"joans_48"	"korra_48"	"kubo_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"charles_50"	"ginger_50"	"ivy_50"	"joans_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"joans_51"	"charles_52"	"ginger_52"	"kubo_52"	"marshmallow_52"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"ophelia_55"	"joans_56"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"wolverine_58"	"hamlet_59"	"henry_59"	"ophelia_59"	"korra_6"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"ivy_67"	"ginger_7"	"charles_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"fpt1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.03	0	0	0
"fpt2"	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.03	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.03	0	0	0	0	0	0.03	0
"fpt3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.05	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0.03	0.08	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0
"fpt4"	0	0	0	0	0.07	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.05	0	0	0	0	0	0	0.03	0	0	0	0	0	0.08	0	0.1	0	0.03	0	0	0	0.1	0	0	0.03	0	0	0	0.03	0.03	0	0	0	0.1	0	0.08	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0.03	0.08	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0.03	0.08	0	0	0.03	0.03	0.03	0	0	0.1	0.13	0.03	0.1	0.03	0	0
"fpt5"	0	0	0	0	0.07	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.05	0	0	0	0	0	0	0.03	0	0	0	0	0	0.08	0	0.1	0	0.03	0	0	0	0.1	0	0	0.03	0	0	0	0.03	0.03	0	0	0	0.1	0	0.08	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0.03	0.08	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0.03	0.08	0	0	0.03	0.03	0.03	0	0	0.1	0.13	0.03	0.1	0.03	0	0
"fpt6"	0.03	0	0	0.15	0.03	0.15	0	0.05	0.03	0	0	0.03	0.03	0.03	0.03	0.13	0	0.03	0	0	0	0.35	0.05	0	0.03	0	0	0.03	0.05	0.08	0.03	0.03	0.03	0	0.05	0	0.05	0.3	0.1	0.1	0.03	0.03	0	0	0.05	0.03	0	0	0.05	0.1	0.05	0.1	0.05	0.05	0.03	0	0	0.16	0.2	0.03	0.03	0.08	0	0	0.03	0.18	0.08	0.1	0.08	0.03	0.08	0	0.03	0	0.08	0	0.03	0.03	0.03	0	0.03	0	0.03	0	0.03	0	0.05	0.03	0.05	0.1	0.15	0.1	0	0	0.15	0.07	0	0.03	0	0	0.03	0.08	0.03	0.05	0.1	0.03	0.03	0.23	0	0.03	0	0	0	0.03	0.03	0.03	0.13	0	0.03	0.18	0.05	0.05	0	0	0.03	0.03	0.1	0	0	0.05	0.08	0.23	0.05	0.08	0.1	0.03	0.03	0.03	0.13	0.03	0.03	0	0.18	0.05	0.05
"fpt7"	0.22	0.03	0.93	0.15	0.1	2.76	0.03	3.78	0.05	0	0.05	0.08	2.51	0.08	0.07	0.8	0.1	11.28	0	0	0.15	0.4	0.2	0.08	3	0	0.03	0.03	0.08	0.18	0.1	0.15	0.05	0.03	0.1	0	0.07	0.86	0.18	0.17	0.2	0.53	0.05	0.05	0.05	0.07	0.58	0	0.05	0.22	0.05	0.2	0.85	0.23	0.08	2.58	0.03	0.24	0.41	0.03	0.1	0.1	5.16	0.08	0.03	2.08	3.05	0.1	0.23	0.03	0.25	4.62	0.1	0.03	0.2	1	0.1	0.05	2.4	0	0.05	0.18	0.05	2.26	0.25	0	0.7	0.5	0.08	0.48	0.18	0.33	4.5	0.35	0.15	0.12	0.4	5.83	0.13	0	0.23	2.65	0.28	0.05	3.75	3.05	0.03	0.43	0.05	0.45	0.25	5.23	0.35	0.03	0.3	0.08	0.23	0.05	0.15	0.18	0.2	0.2	2.3	0.8	0.45	0.85	0.1	0.65	0.12	0.15	0.3	0.35	1.55	0.08	1.63	1.75	0.35	0.23	0.28	0.03	0.35	0.04	0.7	0.13	0.13
"fpt8"	36.5	51.15	46.85	20.11	76.17	36.32	38.2	44.26	31.55	24	34.93	47.81	47.63	36.88	35.83	49.05	45.3	45.92	87.49	50.1	61.59	60.76	60.26	47.59	42.11	55.62	50.16	80.47	56.36	39.6	64.45	54.08	54.74	49.84	60.11	41.41	48.23	46.42	44.25	87.05	32.38	23.16	50.99	72.42	39.52	42.75	60.1	61.92	74.92	30.88	44.11	49.41	56.77	32.9	80.04	45.4	60.3	42.96	55.49	21.15	53.39	35.63	40.99	42.1	30.4	46.2	55.2	65.44	32.22	32.33	44.32	47.15	37.58	87.3	37.7	47.97	34.37	29.7	49.58	70.29	29.45	29.11	77.17	54.54	47.11	44.37	39.25	50.33	44.92	40.2	63.46	48.49	50.89	75.08	28.09	41.17	31.42	48.07	39.24	65.23	51.1	47.03	44.6	35.68	40.27	37.61	44.85	46.87	88.94	47.06	46	41.28	48.99	42.34	58.84	57.55	47.21	95	56.7	34.36	45.43	56.7	35.17	73.89	37	61.1	37.83	42.83	43.48	33.77	64.83	59.29	49.2	73.15	38.94	28.81	42.14	22.21	44.29	72.45	60.2	60.6	60.27	34.93	35.56
"fpt9"	2.55	0.75	1.63	2.8	0.82	0.45	0.75	2.08	1.68	0.62	8.33	1.3	7.71	2.23	1.02	4.02	2.43	0.85	2.1	1.03	0.6	3.41	1.28	0.85	2.83	1.18	0.5	0.58	2	0.73	1.83	0.98	1.38	1.23	2.13	1.5	2.9	1.64	1.1	0.07	1.1	1.05	4.13	0.9	1.65	3.33	1.28	0.72	0.4	2.42	4.9	1.83	3.65	1.35	0.5	0.9	3.98	2.35	4.52	7.03	4.88	5	3.33	1.95	1.57	2.6	2.2	1.1	4.15	1.6	3.58	3.38	3.55	0.12	2.28	1.05	4.55	1.6	2.45	1.05	2.05	9.4	1.65	12.18	1.2	0.83	2.91	3.96	2.08	1.53	0.58	1.4	2.38	51.25	0.55	1.6	5.22	1.88	2.93	0.93	1.93	4.28	11.38	1.3	2.2	2.9	2.18	2.5	0.28	2.85	7.52	1.1	4.56	2.68	1.98	4.24	0.9	0.1	1.05	1.53	3.41	1.25	2.23	0.93	2.28	0.9	1.28	0.68	1.07	3.38	1.53	0.95	1.7	0.9	5.15	3.2	4.85	8.87	4.91	1.46	0.58	1.95	2.78	5.13	1.1
"fpt10"	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.03	0	0	0	0	0	0	0	0	0	0	0.58	0	0.03	0	0.1	0	0	0	0	15.49	0	0	0	0.03	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0.08	0.03	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
