"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"
"ko00010"	0.0128386481291664	0.0127731568595444	0.0127892587776195	0.0197793908219451	0.0140551586924931	0.0154213464917808	0.0127520287203682	0.0163726302257523	0.0128754987312498	0.0134813512441479	0.0131131190727205	0.0127692149937185	0.0131475522974507	0.0133461906842918	0.0127425033332422	0.0121794565075231	0.0112661415362173	0.0109807743246997	0.0122793318246566	0.0125675738223888	0.0126198025141331	0.0132354303253183	0.0125451037987281	0.0126347658877771	0.0126083663917971	0.0129226607164926	0.0126838507169201	0.0129934425078312	0.0126714207939025	0.0122919991891175	0.0139699896791293	0.0123118358780652	0.0121617467496129
"ko00020"	0.00569810387175918	0.00565316689322487	0.00540246490373307	0.00455463708667665	0.0055332651637964	0.00543299349869475	0.00585502194864025	0.00598585106264578	0.00696684454237074	0.00582178515792237	0.0064195690877041	0.00590445961611378	0.00553665851850063	0.0057766647073823	0.00543675750603699	0.00603158526551049	0.00608590132074028	0.00627244875034236	0.0060765120852676	0.00506234702482798	0.00543308397827889	0.00595454770048527	0.00549123729299019	0.00551510107873621	0.00571786399838999	0.00562047385387198	0.00553410608358416	0.00542834448618913	0.00546512521782729	0.00579341049940923	0.00564887379518151	0.00559571602820544	0.00608010778179029
"ko00030"	0.00610254571447272	0.00602355345598105	0.00667407786040826	0.0069460383796617	0.00673866233211236	0.0068131063073261	0.00637410147672151	0.006354680596697	0.00594504819345839	0.00638164327030391	0.00606744855112457	0.00666274220135014	0.00694671840648155	0.00674285498144904	0.00690513041770728	0.00641482486148717	0.00667583154632444	0.00662207237744572	0.00577109940091761	0.00685792800971928	0.00683942592691996	0.0065840608768784	0.00682656335210217	0.00679264664812017	0.00587942368090967	0.00602442745085995	0.00685268814521805	0.00688970173145176	0.00684975077015052	0.00620745242973017	0.00669450741062014	0.00664906482222256	0.00647122604700212
"ko00040"	0.00406571647096659	0.00397617534996557	0.00577589644145222	0.00651821303959283	0.0054544219820533	0.0057294006656619	0.00484102035958727	0.00485028452176351	0.00301194060204776	0.00472067208028747	0.00459868868722131	0.00488976505979538	0.00620714927835031	0.00504065618744181	0.00631421517428564	0.00467434345240639	0.00409872305136789	0.00499658308796199	0.00375088819884476	0.0056515118478011	0.00619198719383755	0.00450741707830069	0.0061518909048455	0.00606663073940422	0.00399299733005838	0.00407586225323949	0.00620060259852339	0.00620928347965914	0.00620689298085484	0.00450149149481801	0.00572422654034353	0.00568076179397219	0.00472587761187186
"ko00051"	0.0104525873182934	0.00871353209198658	0.0133998374909193	0.0135521783776344	0.013212045484159	0.0128620766291982	0.0128885270219276	0.0118922700050729	0.012252423610817	0.0124293615686804	0.00900974380058182	0.00922580986471606	0.0148103837313823	0.0108619528941333	0.0150423082685644	0.00941915714154617	0.0101127152466011	0.0101740662598829	0.00981525679761238	0.0135953278502791	0.0144760786455646	0.0108001654000481	0.0142953938148009	0.0146828700283524	0.00936591015031026	0.0090408931886584	0.0144346373859653	0.0146659727904998	0.0149280309532276	0.00942474102894247	0.0138262020535558	0.0131441200102903	0.00951191573050751
"ko00052"	0.00648521413473788	0.00649082098975438	0.00728105194830201	0.00876137762682295	0.00781216930668809	0.00848517296739703	0.00702033929835731	0.00756069313982221	0.00744960431308741	0.00764572109277029	0.00866809143616959	0.00668226495773941	0.00794007511511068	0.00762684947943591	0.00769590655462093	0.00836229270317964	0.00940485446973243	0.00965269946323355	0.00580774212082474	0.00804149051780359	0.00770374846257803	0.00819469919419631	0.00779412937843539	0.00752924775653728	0.00584293374481297	0.00609982909176682	0.00802290815706177	0.00775342108651394	0.00761352859048975	0.00729492297658329	0.00758286984110178	0.00793027543185643	0.00673658831730409
"ko00053"	0.00143927210363805	0.00137455604567491	0.00309817516466801	0.00231234092907095	0.00247573981976753	0.00242976042557079	0.00243490739738996	0.00242939811998962	0.00111628728127842	0.00197954513559288	0.00135782526188725	0.00154510693769027	0.0035017566066583	0.00160795492346458	0.00381467393294336	0.0012420305762664	0.00154388718507286	0.00186777081015341	0.00108115728992603	0.00324928357049373	0.00360039349048011	0.00145358956607433	0.00355158137342126	0.00358245838968525	0.00110807008865765	0.00121491469087576	0.00357961428945162	0.00364114450838062	0.00370272264693695	0.00136232376331083	0.00327222419784545	0.00294385805351626	0.00146029847084743
"ko00061"	0.00430972131417551	0.00456733680203577	0.00376671630212533	0.00473386824897129	0.00432053787667001	0.00471427984988646	0.00390514383495093	0.00417656600558556	0.00461258300903425	0.0044474603099121	0.0050912933693076	0.00485761534611403	0.00390963423527327	0.00451796975720729	0.00371717429748687	0.00551396356112205	0.00578008962242498	0.00632570628357911	0.00395292016488613	0.00419786050488667	0.00377872448931177	0.00503452983707485	0.00388658963344078	0.00372741354647617	0.00391940811244387	0.00386450013901525	0.00393914348412113	0.00380805392463269	0.00370070904676604	0.00468033659817555	0.00382964939855287	0.00426580865067204	0.00470880547122328
"ko00071"	0.00475233015142563	0.00529379902485783	0.00472680360451976	0.00526959859564976	0.00422914203567499	0.00447588508909817	0.00432078591126373	0.00469380999214892	0.00291351948546656	0.00405344999665734	0.00380048700499807	0.00489756390316382	0.00432390125937112	0.00380872654588602	0.00445525190326465	0.00445194885593088	0.00314894180792271	0.00330636420621781	0.00503199757656929	0.00397452209807303	0.00451800757486083	0.00370156602631983	0.00445270853397923	0.00444361346759832	0.00526828882130631	0.00492221400346603	0.00435774367872578	0.00444599548597614	0.00444629770520316	0.00500435751957904	0.00462715051608019	0.00435259343997796	0.00441631994373508
"ko00072"	0.000800090847844234	0.000922267274793414	0.000859671486806135	0.000873095785353393	0.000808001188326608	0.000807752096310845	0.000793005897491218	0.000941182995305803	0.000575958670079779	0.000743621100711965	0.000586770915141902	0.0011920562865239	0.000855915646655822	0.000718576556939155	0.000889599321463234	0.000631884441701217	0.000325960509516059	0.000426018148221617	0.000805302834365295	0.000766127132399135	0.000867103690727904	0.000650309071053035	0.00084971413529565	0.000873766277068453	0.000818854939952469	0.000767484924039709	0.000833931103827434	0.00089129252571375	0.000884711226076394	0.000730272858685793	0.000905039757669409	0.000768728117234458	0.000876094868083596
