"ID"	"Hera_1"	"Wolverine_1"	"Ginger_2"	"JarJarBinks_3"	"Goose_4"	"Padme_5"	"Korra_6"	"Padme_6"	"Ginger_7"	"Hera_7"	"Iris_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Korra_9"	"Buddy_11"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Buddy_17"	"Iris_17"	"Ivy_17"	"Kubo_17"	"Lambchop_17"	"Padme_17"	"Wolverine_17"	"Buddy_18"	"Ginger_18"	"Hamlet_18"	"Hera_18"	"Iris_18"	"Ivy_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Franc_19"	"Ivy_19"	"Ophelia_19"	"Wolverine_19"	"Ginger_20"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Buddy_21"	"Hamlet_21"	"JarJarBinks_21"	"Joans_21"	"Korra_21"	"Kubo_21"	"Franc_22"	"Goose_22"	"Grogu_22"	"Hamlet_22"	"Henry_22"	"Hera_22"	"Iris_22"	"Joans_22"	"Kubo_22"	"Marshmallow_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Franc_24"	"Ginger_24"	"Henry_24"	"Hera_24"	"Ivy_24"	"Kubo_24"	"Marshmallow_24"	"Ophelia_24"	"Wolverine_24"	"Henry_25"	"Kubo_25"	"Ginger_29"	"Henry_29"	"JarJarBinks_29"	"Joans_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Goose_37"	"Grogu_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Grogu_41"	"Hamlet_41"	"Hera_41"	"Joans_41"	"Ginger_42"	"Goose_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Lambchop_42"	"Ophelia_43"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Goose_44"	"Iris_44"	"Ivy_44"	"Joans_44"	"Lambchop_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Hamlet_45"	"Henry_45"	"Hera_45"	"Ivy_45"	"JarJarBinks_45"	"Joans_45"	"Korra_45"	"Marshmallow_45"	"Ophelia_45"	"Buddy_46"	"Charles_46"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Ivy_46"	"Joans_46"	"Lambchop_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Hamlet_48"	"Hera_48"	"Iris_48"	"Ivy_48"	"JarJarBinks_48"	"Joans_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Marshmallow_48"	"Ophelia_48"	"Wolverine_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Iris_49"	"Ivy_49"	"JarJarBinks_49"	"Joans_49"	"Kubo_49"	"Marshmallow_49"	"Ophelia_49"	"Wolverine_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"JarJarBinks_50"	"Joans_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Lambchop_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Goose_52"	"Grogu_52"	"JarJarBinks_52"	"Kubo_52"	"Marshmallow_52"	"Franc_53"	"Hera_53"	"Kubo_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Iris_55"	"Ivy_55"	"Lambchop_55"	"Ophelia_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ophelia_57"	"Wolverine_57"	"Ginger_58"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Henry_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Joans_60"	"Marshmallow_60"	"Wolverine_60"	"Joans_62"	"Henry_66"	"Hera_67"	"Ivy_67"	"Franc_68"	"JarJarBinks_68"
"njc11"	37.51	42	24.68	24.36	27.94	20.25	18.17	21.72	30.89	35.26	19.84	27.57	43.52	30.71	16.2	26.29	20.96	22.94	29.38	27.56	47.83	24.79	30.31	43.06	59.8	46.6	52.51	22.32	27.4	44.29	30.52	43.24	19.56	31.22	21.31	42.4	61.22	5.87	55.56	26.19	28.8	20.7	19.29	29.23	24.36	18.07	38.63	45.23	45.27	27.41	21.94	22.81	40.32	16.61	19.16	12.51	12.02	43.51	22.14	19.51	21.07	26.72	15.76	41.41	24.61	27.88	21.08	24.95	1.91	13.04	18.19	14.18	46.87	34.88	31.18	23.45	22.98	25.59	28.73	24.68	20.9	28.47	18.44	20.58	33.67	3.71	33.34	65.85	33.73	13.56	34.82	34.04	30.51	25.21	41.51	15.65	38.56	18.66	29.61	1.29	21.73	22.76	16.76	0.8	18.3	45.73	12.85	21.89	40.67	1.51	29.88	38.71	16.37	25.57	17.11	4.47	33.14	24.5	15.23	29.18	12.94	12.03	38.11	22.25	38.39	23.59	16.03	21.97	16.21	21.76	19.79	34.75	14.63	33.57	17.04	15.57	11.26	14.62	21.94	3.56	34.97	12.58	17.8	7.16	18.45	32.61	37.81	18.73	31.37	14.12	22.02	45	33.01	15.97	10.34	31.3	17.84	1.58	17.96	17.94	31.86	24.02	19.8	12.62	26.29	23.13	23.01	20.76	18.67	34.39	33.52	14.72	41.7	33.87	27.48	41.93	14.7	15.77	24.57	18.92	17.43	31.38	9.96	23.69	34.38	39.36	6.65	35.87	14.47	16.23	20.88	20.38	31.59	18.46	41.19	17.16	24.31	10.58	33.35	24.14	11.19	30.75	22.49	3.64	16.83	22.87	18.3	27.82	23.72	19.04	1.98	6.58	38.52	28.71	10.99	19.03	24.94	17.82	21.59	3.53	34.48	15.18	13.54	27.4	26.82	29.86	20.99	46.98	16.63	26.17	26.47	16.18	15.75	25.57	29.65	27.53	41.33	31.28	16.25	44.56	33.08	28.71	20.76
"njc12"	0	0	0	0	2.33	0.04	0	0.02	0	0	0	0.2	0.11	0	0	0	0	0	0.02	0	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.71	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0.07	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.02	0	0.65	0	0	0	0.01	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.07	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc13"	0	0.27	0	0	0.22	0.16	0.12	0.67	0	0	0.01	0.18	1.25	0	0.22	0.08	0.04	0	0.07	0.02	0	0.24	0	0.31	0.04	0.02	0.02	0.09	0.09	0.13	0.22	0.24	0	0.02	0	0.07	0.96	0.07	0.04	0	0.02	0.07	0	0	0.13	0	0.13	1.6	0.24	0.04	0.38	0.2	0	0	0.02	0.02	0	0	0	0.09	0.04	0	0	0.22	0	0.38	0.02	0	0.02	0	0.02	0	0	0.02	0.11	0.02	0.04	0	0	0.16	0	0	0.02	0.12	0	0.02	0.2	0.11	0.11	0.11	0	0.09	0	0	0	0.2	0.09	0	0	0	0.07	0.02	0	0	0	0.24	0	0.07	0.13	0.02	0.03	0.02	0.09	0	0	0	0	0.29	0.04	0.22	0.09	0.09	0	0	0	0	0	0.02	0.04	0	0	0.04	0	0	0.02	0.2	0.11	0	0	0.07	0.18	0	0.02	0	0	0	0.24	0	0.04	0	0.02	0	0.24	0	0.22	0.73	0	0	0.04	0.02	0	0	0	0.11	0	0.11	0	0	0.11	0.04	0.31	0.02	0	0.07	0	0.18	0	0	0.29	0	0.09	0.13	0.13	0.09	0	0	0.02	0	0	0	0	0.18	0.07	0.18	0.09	0.38	0	0	0.02	0.02	0.22	0	0	0.02	0	0	0	0	0	0.22	0.02	0.07	0	0	0.47	0.07	0.04	0.02	0.22	0.07	0	0.07	0	0	0.07	0	0.04	0.07	0	0.02	0	0	0.18	0	0	0	0.53	0	0	0.02	0.36	0.02	0
"njc14"	0	0	0	0	0.22	0.13	0	0.02	0	0	0	0.07	0.93	0	0	0.03	0	0	0.07	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0.96	0.02	0	0	0.02	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc15"	0.16	1.11	31.35	0.38	36.05	28.1	1.47	27.38	33.61	0.13	1.28	31.61	22.9	40.36	1.42	18.08	10.6	4.78	10.78	0.4	3.76	7.38	4.5	5.92	0.8	0.64	6.89	1.47	34.58	3.43	1.16	7.36	2.83	3.09	5.21	5.25	31.25	6.72	2.51	3.76	0.36	0.27	0.38	3.87	5.87	1.45	3.02	13.04	1.73	4.4	2.21	0.2	4.07	0.58	0.49	4.07	0.58	1.96	14.79	5.2	0.02	1.85	1.8	0.04	14.03	5.54	1.67	9.5	0.18	12.51	5.85	0	2.34	4.65	4.11	0.29	1.05	1	20.48	3.78	1.13	5.44	1.04	1.41	10.91	0.2	1.58	2.96	12.67	1.29	1	6.07	4.69	0.16	27.98	2	1.62	9.11	6.53	0.18	1.93	1.18	2.62	0.22	1.56	1.38	4.54	36.04	1.62	0.11	1.18	1.02	5.03	12.54	1.27	0.78	4.6	8.03	1.4	2.02	1.22	11.09	1.87	1.42	6.17	1.59	0.4	0.6	1.67	0.42	3.65	0.98	1.09	0.87	1.49	16.93	1.07	0.33	7.74	0.27	1.42	2.11	0.51	0.82	0.67	8.4	0.29	0.36	1.36	0.4	2.29	4.38	1.56	11.03	0.27	3.32	4.74	0.38	1.29	1.73	4.22	2.02	15.58	0.91	9.52	1.91	0.49	9	1.62	4.36	0.94	3.2	0.53	2.2	1.69	2.47	2.51	1.09	1.27	3	4.14	2.62	5.02	0.62	2.56	0.84	0.49	2.16	1.33	0.76	2.33	1.94	0.49	45.17	3.47	0.73	4.67	1.07	0.27	1.58	0.76	1	0.38	0.33	0.4	17.65	7.06	7.64	0.93	1.31	0.18	0.89	1.82	2	0.87	1.78	9.12	7.47	1.53	0.36	0.36	0.76	4.47	4.11	5.69	0.82	4.91	2.96	1.56	3.71	0.58	3.58	10.24	12.47	2.73	6.92	1.31	0.47	4.85	0.07	9.34	4.93	4.21
"njc16"	0	0	0.04	0	0.09	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0.04	0	1.38	1.3	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0.49	0	0.02	0	0	0	0	0	0	0	0	0.47	0	0.04	0	0	0	0	0	0	0.02	0	0.02	0	0	0.11	0	0.04
"njc17"	0	0.02	0	0.02	0	0	0.17	0	0.01	0.02	0.08	0.02	0.02	0.02	0	0	0.04	0	0	0	0.02	0	0	0.02	0.04	0.02	0.02	0	0	0.04	0	0	0.02	0.04	0.02	0	0	0	0.02	0	0	0.02	0	0.02	0.02	0	0	0	0.02	0	0.09	0	0	0	0	0	0.02	0.04	0.11	0.02	0	0	0.02	0.02	0	0	0.07	0.04	0	0	0.02	0.02	0.04	0.02	0	0	0	0	0.04	0.02	0	0.04	0	0.23	0.02	0.04	0.02	0.02	0	0	0.02	0.02	0.02	0	0	0.04	0.04	0.03	0	0	0.09	0.02	0.04	0	0	0.02	0.02	0.04	0.02	0	0.06	0.02	0.08	0	0.04	0	0.04	0	0	0	0	0.05	0	0.02	0.09	0.09	0.02	0.02	0.02	0	0.09	0.07	0.02	0.02	0.04	0.04	0.02	0	0.02	0	0.04	0.04	0.02	0.04	0	0.07	0.02	0.02	0.02	0	0.04	0.02	0	0	0.02	0	0.04	0	0.02	0	0.04	0	0.02	0.04	0	0.04	0	0.04	0.07	0	0	0.04	0.04	0.02	0	0	0.16	0.02	0.02	0	0	0.04	0.04	0	0.04	0	0	0.07	0.02	0	0.02	0.09	0.02	0	0	0.02	0.02	0	0	0	0	0.04	0	0	0.04	0.02	0.02	0.02	0	0.07	0	0.02	0.12	0.04	0.02	0.02	0.02	0.02	0.09	0	0.02	0	0	0.02	0.02	0.02	0.02	0	0.02	0.02	0.02	0.04	0.07	0.09	0.02	0	0.09	0	0.04	0.02	0.11	0.02	0.04
"njc18"	0	0.07	0	0	0	0.44	0	0.6	0	0	0.08	1	0.24	0	0.09	0	0	0	0.07	0	0	0	0	0.38	0	0	0.98	0	0	0.31	0	0	0.16	0.31	0.04	0	0	0.09	0	0	0	0	0	0.33	0.09	0	0	0	0.02	0.24	0	0	0.6	0	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.24	0	0.02	0	0	0	0	0.4	0	0	0	0.03	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.27	0	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0	0	4	0	0	0.02	0.36	0	0	0.69	0	0	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0	0.13	0	0.04	0	0	0.4	0.09	0	0	0	0.38	0.53	0	0	0	0.27	0	0	0	0.04	0.11	0.04	0	0	0.04	0.33	0	0	0.04	0	0	0	0	0.07	0	0	0	0	0	0	0	0.18	0	0	0	0.04	0.09	0	0	0	0.02	0	0	0	0	0.04	0	0	0	0.09	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.02	0	0	0	0.07	0	1.09	0	0	0.02	0	0	0	0.02	0.02	0
"njc19"	0.27	1.42	0.13	1.22	0	1.29	1.77	2.14	0.4	0.29	0.87	3.33	0.82	0.09	0.24	0.34	3.07	2.67	0.42	0.6	0.24	1.13	0.16	1.42	0.47	0.22	9.56	3.94	0.67	3.3	1.85	0.78	2.23	2.65	0.22	0.91	0	0.11	1.2	0	0.62	0.44	0.84	4.2	2.68	1.67	2.11	0	1.2	0.49	1.32	2.62	3.93	1.29	0.53	0.47	1.29	2.05	1	2.62	0.56	0.64	2.36	0	0.91	1.29	0.2	0.58	0.04	0.38	1.82	0.02	1.49	0.58	1.56	0.87	0.56	0.58	1.07	1	0.4	2.18	0.71	1.09	0.96	0.2	3.96	1.58	1.96	1.33	1.6	1.49	2.04	0.33	0.38	0.36	1.36	2.4	1.58	0.24	1.16	0.98	0.44	0.16	1.29	1.11	0.56	1.69	1.44	0.09	0.41	0.67	0.06	1.69	0.47	0.31	2.07	5	0.13	1.51	0.93	0.52	1.91	0.16	4.75	0.32	0.38	0.09	0.42	0.49	0.74	2.51	1.49	1.29	1.98	0.33	0.67	0.4	3.09	0.18	1.69	1.36	0.56	1.07	0.89	5.85	0.13	0.42	0.18	0.33	0.67	0.71	0.4	0.85	0.22	1.63	1.27	0.22	1.91	1.51	3.22	0.96	2.38	0.78	2.51	1.31	0.27	0.51	5.51	2.6	0.33	0.91	0.42	1.47	1.11	0.49	3.42	0.42	1.09	0.24	6.19	2.24	0.42	0.29	0.38	0.87	0.18	0.38	3.31	0.8	1.13	1.85	0.02	1.02	0.78	0.51	0.98	0.69	0.09	0.73	1.2	1.29	0.42	0.4	4.27	1.58	1.83	1.44	0.47	0.78	0.11	1.02	0.99	1.45	0.96	0.13	1.74	0.13	0.93	0.49	0.29	0.62	0.22	6.02	0.62	0.82	0.2	0.62	0.51	1.67	0.27	2.18	2.85	8.25	0.29	0.49	0.89	0.04	3.42	0.38	0.58	0.56	2.38
"njc20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc21"	0	0	0	0.02	0	0	0.08	0.02	0.01	0	0.07	0	0.02	0	0	0	0.02	0.02	0	0	0.02	0.09	0	0.07	0	0.02	0	0.02	0.04	0	0	0.16	0	0	0.02	0.09	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0.04	0	0	0	0.02	0.04	0	0	0	0	0.02	0.02	0.04	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0.02	0	0.04	0	0	0.07	0.02	0.02	0	0.02	0.04	0.07	0.02	0	0	0.03	0	0.07	0	0.04	0	0.02	0	0	0	0	0.05	0.02	0.02	0.02	0.02	0.02	0	0	0.02	0.07	0.02	0	0	0.02	0	0	0	0.02	0	0.07	0.02	0.02	0	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.04	0.24	0.04	0	0	0	0.09	0	0	0.02	0.02	0.07	0.02	0.02	0.04	0	0.02	0.02	0	0	0	0	0.09	0	0	0	0.04	0	0	0.02	0	0.02	0	0	0.04	0	0	0.04	0.02	0	0	0.02	0	0	0	0	0.02	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0.02	0.02	0.07	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0.02	0.07
"njc22"	0	0	0	0	2.44	0.18	0	0.04	0	0	0	0.27	1.47	0	0	0.03	0	0	0.07	0	0	0	0	0.89	0.04	0	0	0	0	0	0	0	0	0	0	0	0.96	0.02	0	0	0.02	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0.22	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.04	0	0	0.02	0	0.65	0	0	0	0.01	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.22	0.13	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0.07	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0
"njc23"	0	0	0.04	0	0.09	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0.04	0	1.38	0	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0.49	0	0.02	0	0	0	0	0	0	0	0	0.47	0	0.04	0	0	0	0	0	0	0.02	0	0.02	0	0	0.11	0	0.04
"njc24"	0	0.07	0	0.02	0	0.49	0.01	0.62	0	0	0.16	1.18	0.24	0	0.09	0.01	0.13	0	0.07	0	0	0.02	0.02	0.38	0	0	1.98	0.04	0	0.87	0	0	0.18	0.49	0.04	0.02	0	0.09	0	0	0	0	0	0.67	0.22	0.02	0.02	0	0.02	0.24	0.07	0	1.04	0	0	0	0	0.62	0.02	0	0	0.02	0	0	0	0	0.04	0	0	0.02	0	0	0.31	0	0.04	0	0	0.02	0	0.49	0	0	0	0.09	0	0.02	0	0.04	0	0	0	0.02	0	0.02	0	0	0	0.07	0	0	0	0.27	0	0	0	0.18	0	0.02	0.07	0	0.02	0.02	0	0.02	0	0	0	4.07	0.04	0.02	0.04	0.38	0	0	0.87	0	0.02	0.04	0	0	0.02	0	0.02	0	0.07	0.13	0	0	0	0	0.02	0.02	0	0	0	0.87	0	0.02	0.07	0	0.16	0	0.09	0	0	0.76	0.09	0	0.02	0.07	0.64	0.6	0.09	0	0	0.29	0	0	0.04	0.09	0.16	0.04	0	0	0.11	0.36	0.02	0.02	0.04	0	0	0.04	0.02	0.07	0	0	0	0	0.02	0.04	0	0.18	0	0.02	0.02	0.07	0.09	0.02	0.02	0.04	0.18	0	0	0	0.02	0.09	0	0.02	0	0.09	0	0.04	0	0.33	0.04	0	0.02	0	0.04	0	0.04	0	0	0.04	0.07	0	0	0.02	0.02	0.02	0.02	0.18	0	1.53	0.02	0	0.04	0	0.09	0	0.07	0.02	0.11
"njc25"	0.58	2.89	0.64	0.2	0.22	0.4	2.85	1.27	0.2	0.82	2.71	2.25	3.43	0.13	2.38	12.55	0.44	0.2	0.82	32.79	5.67	19.68	0.76	21.65	3.4	2.62	4.85	0.44	4.67	1.72	0.91	5.02	13.73	0.51	0.22	0.31	1	0.09	0.13	0.04	0.71	0.27	0.2	0.89	8.25	0.13	0.27	2.07	0.4	0.69	5.21	0.27	3.2	1.53	0.13	0.13	0.09	2.82	0.44	0.16	19.38	0.29	0.22	1.27	0.2	0.56	0.76	0.27	0.09	0.07	1.22	0.07	1.78	2.07	0.2	0.11	4.34	0.69	0.24	0.93	0.51	1.24	0.2	8.18	0.36	0.27	0.29	0.27	0.84	0.27	0.2	0.58	0.07	1.22	0.04	0.65	0.4	0.31	0.93	0	2.56	0.91	0.56	0.07	0.8	4.85	0.31	0.51	2.47	0.02	1.26	1.27	2.56	0.73	0.47	0.09	1.69	2.65	3.85	0.85	1.73	11.09	0.53	0.51	3.36	0.61	0.18	2.51	0.36	0.04	0.58	0.47	1.02	0.38	1.27	0.51	0.33	0.04	0.27	0.11	0.91	0.56	0.31	1.58	0.22	2.27	1.07	0.16	3	0.18	0.76	0.6	4.56	0.13	1.07	2.16	0.8	0.02	0.42	0.27	2.13	0.49	0.24	2.12	0.27	3.04	0.42	0.44	0.91	0.64	0.67	0.67	0.47	0.64	1.29	0.82	0.78	0.2	0.8	0.16	0.29	1.36	0.98	0.44	0.24	0.31	0.09	0.49	0.44	0.07	0.11	1.05	0.78	0.22	0.96	1.09	0.53	0.09	0.51	0.49	0.87	0.31	0.27	0.04	0.31	0.24	0.11	0.24	0.84	1.85	0.02	0.89	0.57	1.56	0.85	0.67	0.71	0.4	0.8	0.07	0.07	0.98	0.07	0.29	0.84	0.65	0.24	0.58	0.4	1.82	1.29	0.78	0.38	0.73	0.13	0.27	2.65	0.47	3.31	0.31	4	0.64	1.8
"njc26"	0	0	0.04	0	0.09	0.07	0	0.11	0.12	0	0	0.07	0.04	0.13	0	0.09	0.02	0	0	0	0.02	0	0	0.13	0	0	0	0	0.09	0	0	0	0	0	0.04	0	1.38	65.48	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0.02	0.02	0.02	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.13	0	0	0	0	0	0	0	0	0	0	0	0.04	0.07	0	0	0	0	0	0	0	0	0.49	1.09	0.02	0	0	0	0	0	0	0	0	0.47	0	0.04	0	0.04	0	0.09	0	0	0.02	0.02	0.02	0	0	0.11	0	0.04
