"","ivy_17","korra_20","ophelia_20","kubo_21","franc_22","grogu_22","hamlet_23","franc_24","hera_24","ivy_24","kubo_24","ophelia_24","henry_25","kubo_25","ginger_44","iris_44","henry_45","korra_45","hamlet_46","joans_46","ginger_47","marshmallow_47","charles_48","grogu_48","henry_48","hera_48","kubo_48","kubo_49","franc_50","kubo_52","kubo_53","marshmallow_53","ginger_55","ophelia_55","buddy_56"
"ivy_17",0,0.00701675983665647,0.0102011315488675,0.00904602820210533,0.0141898358692618,0.0165694779902944,0.0110228438998421,0.0101156522535934,0.0146953481358327,0.014612517116253,0.00509232946977154,0.0166700168643649,0.006077868791147,0.014611517387444,0.0240715784618296,0.0179059124231597,0.0250153015410019,0.00382137995399125,0.0127758192645302,0.0179338233524294,0.0169737396129581,0.00623900960064127,0.0186594737649681,0.0162678841814585,0.0182019678303772,0.0128718169107544,0.0169659169455234,0.0138301972061462,0.0225713700847192,0.00835165712584828,0.013852560249393,0.0237122812524191,0.019877863751089,0.0139323011990142,0.00801882949697081
"korra_20",0.00701675983665647,0,0.00600561854863974,0.0112511981834191,0.0197096721581998,0.0221731333482735,0.0152984375025922,0.0146875130599561,0.0204306560523888,0.017747894893121,0.00790626875904261,0.0181114280745329,0.00326848009220896,0.0182312385185059,0.0305128744272929,0.0201022295008799,0.0316489980256427,0.00848479762764953,0.0174577216394716,0.0230947616687015,0.0228807712563381,0.00367887521018084,0.014247079592075,0.0215429343863814,0.0247356170412472,0.0145059348805978,0.0195356507616864,0.0160767718573995,0.0281157013216751,0.00339408867139302,0.0146731042499799,0.030018170646956,0.0246919552288325,0.00833901630888129,0.0049295851099486
"ophelia_20",0.0102011315488675,0.00600561854863974,0,0.0143771234529884,0.0235271710635449,0.0254699479577213,0.0190464087059672,0.0177578747240491,0.0237361493801505,0.0206227486599282,0.0125134888839341,0.0207302987469988,0.00548261305013349,0.0217076226644881,0.0336011774040597,0.0227061366135335,0.0344568337849228,0.0118451750779257,0.0208120684848388,0.0271767084650418,0.0264023147540054,0.00533651185396361,0.0150072480957176,0.0239941415379078,0.0277099885646135,0.0171160575048487,0.0226638405917494,0.0196607549804638,0.0317404347787074,0.00363508860439665,0.0179431130405183,0.0323858187229445,0.0288824732322955,0.00841355490221619,0.00430906395077238
"kubo_21",0.00904602820210533,0.0112511981834191,0.0143771234529884,0,0.0126857702938092,0.0141653383497484,0.00786844796619511,0.0069010382770832,0.0120211083903692,0.00897112996485493,0.00845360225044024,0.0077250065573113,0.0123532427779009,0.00791676464076215,0.0246068610996836,0.0112465941757965,0.0260680513897767,0.00689642542641139,0.00795572065442226,0.0164046958463387,0.018756446051975,0.0129050026250397,0.016151256816831,0.012444439329373,0.0179973772759275,0.00463297570437616,0.0107919140229085,0.00625640021300082,0.0215224960551135,0.0130861879316959,0.00632975890784388,0.023098846488044,0.017921402523522,0.0144712995570259,0.0142893536231477
"franc_22",0.0141898358692618,0.0197096721581998,0.0235271710635449,0.0126857702938092,0,0.00633383491855053,0.00777779431272049,0.00970285209599418,0.00441019134794634,0.0128040576563023,0.0122785698444368,0.0157233826311277,0.0197257395094401,0.00914447589307078,0.012691439998854,0.01650500564523,0.0145375227374502,0.0126111420327185,0.00705661600902591,0.00438376887669872,0.00756661178145204,0.0200969894486875,0.0274326998948932,0.0109304280884921,0.00740345578223286,0.0148151347306024,0.0142551319644997,0.0122105232356442,0.010675761933525,0.0219568231667927,0.0151394777735897,0.0151519244980718,0.00688523726265253,0.0250746888903798,0.0213472043964248
"grogu_22",0.0165694779902944,0.0221731333482735,0.0254699479577213,0.0141653383497484,0.00633383491855053,0,0.00961843504755064,0.00874377569678151,0.00490691494885574,0.0115919419493213,0.0158134434983086,0.0156118641148792,0.021827803884609,0.00873225474964789,0.0125019672203141,0.0138417827817353,0.0149217131200433,0.0140545632907451,0.00698636334545866,0.00872660310680071,0.0104733419425463,0.0223303221005146,0.0290899810345923,0.00731503232786682,0.00798990893846284,0.0152161279100288,0.011781222583229,0.0138147021952058,0.00848039158081824,0.0238939313205073,0.0170523410979688,0.010480430330578,0.00864017832907582,0.0272296638627418,0.0237205013404272
"hamlet_23",0.0110228438998421,0.0152984375025922,0.0190464087059672,0.00786844796619511,0.00777779431272049,0.00961843504755064,0,0.00652614232102696,0.00736210139642489,0.007211099779797,0.0095433430893033,0.0115927189047564,0.0157579380603764,0.00703920931524572,0.0192917302290259,0.0124784770081156,0.0209053630955174,0.00906730109002818,0.00541580753118529,0.0111780856614401,0.0138431080866961,0.0162754464113723,0.0214431195023133,0.0108418113985945,0.0131378534858362,0.00944881284113429,0.010116721346914,0.0076139862814213,0.0163700845309311,0.0174696643151942,0.00967312122824549,0.0190192184482619,0.0129193336901174,0.019605175735078,0.0176297269877767
"franc_24",0.0101156522535934,0.0146875130599561,0.0177578747240491,0.0069010382770832,0.00970285209599418,0.00874377569678151,0.00652614232102696,0,0.0084082293238909,0.00745136288653883,0.0103668636448355,0.0106438538850241,0.0145475092732619,0.00630257898604521,0.0199595677013407,0.0094487500701895,0.0218148694397474,0.00685643136449422,0.00482332718038036,0.0137486433648042,0.0150600132853364,0.0151851099265644,0.0214633382841701,0.00762064246647504,0.0139545612282713,0.00852484167078685,0.0080213318728608,0.00928333431678893,0.0162289963617312,0.0161169327356312,0.0114440717844991,0.0169161593297019,0.0144796679599106,0.0194015754455366,0.0167496066034471
"hera_24",0.0146953481358327,0.0204306560523888,0.0237361493801505,0.0120211083903692,0.00441019134794634,0.00490691494885574,0.00736210139642489,0.0084082293238909,0,0.0108779393187986,0.0139075463135955,0.0141734485534189,0.0203901062532234,0.00789438012862139,0.0135931624784997,0.0144073459427797,0.0151295863909345,0.0128087484435801,0.00518856179165771,0.00775276943554678,0.0106538591965658,0.0207513673659551,0.0267965661604283,0.00756796652210658,0.00694316621871785,0.0131122088680296,0.0124879384057051,0.0110556281304001,0.011888245650335,0.0223271605232294,0.0142002778358739,0.0135274985096327,0.00980496677646346,0.0252652986629446,0.0221466182848173
"ivy_24",0.014612517116253,0.017747894893121,0.0206227486599282,0.00897112996485493,0.0128040576563023,0.0115919419493213,0.007211099779797,0.00745136288653883,0.0108779393187986,0,0.0142710942619664,0.00916853799686161,0.0182335225257671,0.00716488061034155,0.0229238795164957,0.00732471474500821,0.024751364878236,0.0118576724713271,0.00773674853775658,0.0161275063178075,0.0190208706544036,0.0189040261649318,0.0210813801169242,0.00997038730691633,0.016889854519769,0.00828906882155243,0.00658341208795426,0.00863394498829537,0.0189577725930858,0.0192350635867293,0.0101665913959557,0.0197502737941818,0.0167991886452828,0.020423244098696,0.0203199866466282
