"","Shannon","Simpson","InvSimpson","Pielou","Coverage"
"Hera_1",4.08809519317837,0.958822399885612,24.2850481140737,0.720146642883276,1
"Wolverine_1",4.12971004858361,0.959688488503766,24.8068098387585,0.725308101594681,1
"Buddy_11",4.15103451633829,0.961150889952984,25.7406153909263,0.727344369352385,1
"Hamlet_11",4.06427106114281,0.95990433539296,24.9403522750042,0.710906308909981,1
"Hera_11",4.11116418424252,0.960148285019172,25.0930229848601,0.725088276118748,1
"JarJarBinks_11",4.12863978332184,0.960582759067467,25.3696092456501,0.722165432626173,1
"Joans_11",4.12249308987313,0.959936798089054,24.960561120972,0.722764780773239,1
"Padme_11",4.12425691323767,0.9609476414541,25.6066480293287,0.718537580769933,1
"Ginger_14",4.03825498597816,0.957135329999013,23.3292359413234,0.714865180070753,1
"Hera_14",4.10515012313815,0.959508401441797,24.6964811370088,0.729464553530677,1
"Iris_14",4.14068320722588,0.960019070882138,25.0119249868368,0.734377925841823,1
"Kubo_14",4.15311292332417,0.961581825542872,26.0293471548453,0.726865092347267,1
"Wolverine_14",4.0731131072187,0.959021333853722,24.4029416777595,0.721035879346573,1
"JarJarBinks_15",4.09089402326647,0.959487436074567,24.6837006376737,0.719774189987663,1
"Kubo_15",4.11491770921169,0.960035015775593,25.0219040344147,0.719765221392847,1
"Buddy_16",4.12354175682447,0.95845876908569,24.0724691587201,0.726390803697847,1
"Buddy_17",4.12742022056353,0.960241413342032,25.1517994993819,0.722368434271854,1
"Iris_17",4.1123383878143,0.959542154408746,24.7170847924779,0.727526980886471,1
"Ivy_17",4.14786060403428,0.960644461721639,25.4093843902479,0.725945847526293,1
"Kubo_17",4.09229974670533,0.959295513054319,24.5673161618389,0.715808976349501,1
"Lambchop_17",4.1526862233663,0.96158281157629,26.0300152361703,0.733757270550752,1
"Padme_17",4.15685974276394,0.963284372775948,27.2363588914783,0.725442819532679,1
"Wolverine_17",4.11543585654835,0.958864861118828,24.3101160516008,0.729900138941535,1
"Buddy_18",4.15165243329558,0.961653444769295,26.077961735642,0.732675575244856,1
"Ginger_18",4.11241541594417,0.959003439696799,24.3922902947036,0.727090058383247,1
"Hamlet_18",4.09591132196997,0.959038767175872,24.4133277016741,0.717685681888643,1
