"Taxa"	"buddy_11"	"joans_11"	"padme_11"	"ginger_14"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_2"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"grogu_37"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"buddy_44"	"franc_44"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"ivy_48"	"joans_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"charles_51"	"franc_51"	"joans_51"	"buddy_52"	"charles_52"	"ginger_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"padme_6"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"ginger_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"
"Metabolism|Global and overview maps|Metabolic pathways"	0.142677537490255	0.146704102353204	0.141518687291862	0.153901888043015	0.153402991635195	0.146702049786337	0.14498156688395	0.132682265452984	0.139364547726305	0.149973851261344	0.145602698198799	0.146066998319153	0.145646324276654	0.140159743015263	0.151967267994148	0.146489850877294	0.146382489002089	0.15049509994835	0.151510137062658	0.145022652205512	0.145993277486407	0.154022764285447	0.148165990339902	0.15166319869879	0.146072754198861	0.145704974669166	0.147626410369776	0.143122429437749	0.153679511583222	0.145457909268434	0.153246880223064	0.148772308399252	0.152165847812611	0.149389048565287	0.146034114898956	0.148258851126096	0.149271004224041	0.144855257236286	0.149225771983068	0.142769862729694	0.149020973706429	0.153415347309337	0.153499428585022	0.149898229332987	0.145365616664281	0.154523002418419	0.150706624751675	0.153353270957246	0.153837327658802	0.153897365575029	0.149542380595317	0.154083337710004	0.154281682489247	0.147275808210741	0.152187398075159	0.150807733519584	0.151615325909125	0.149984738375167	0.151511451057115	0.152202104489759	0.153298583429137	0.152807867443482	0.151821288065184	0.153101318151381	0.14278916404508	0.150883483964386	0.141244253825101	0.150520959450941	0.149494291779406	0.151542848504951	0.148461508455566	0.146276445452374	0.141681256851691	0.149992882450848	0.155118029017633	0.153044057812058	0.152140007907718	0.152769689216794	0.149026894782948	0.141118734480391	0.142187760287403	0.148200609766348	0.154465022157288	0.154061797083836	0.153030813629092	0.153394714206353	0.152128300935375	0.145606920599071	0.150406120682889	0.152643079053688	0.14995714465829	0.14260307657201	0.151978260894404	0.150612693185934	0.144037484593833	0.151685479609013	0.153058071641901	0.152041744839239	0.154059096361595	0.150043512966399	0.142447327398933	0.146754629934325	0.148979995750339	0.153535445344033	0.150120512043603	0.142213852410889	0.154107668227114	0.154446097774845	0.141368616329089	0.147100618385999	0.141454873153429	0.154956815216113	0.148257731000728	0.14435063756372	0.149093871102416	0.141455621283939	0.141125654257514	0.145291071458846	0.139899592315019	0.14080931918673	0.151757943953652	0.141480301843646	0.144672202071545
"Metabolism|Global and overview maps|Biosynthesis of secondary metabolites"	0.0576757131797721	0.0615395480322298	0.0547370330473	0.0683842535058974	0.064530421992496	0.0578248444209578	0.0594503295175643	0.0537917802499778	0.0554595923677365	0.0644429399949405	0.0576482697854395	0.0603055981420316	0.0585698237036411	0.0562312633426898	0.0639408709891538	0.0572293399046582	0.0617212788399806	0.06413052423186	0.0639596907779625	0.0592760877528792	0.0604777069246554	0.0669660803858148	0.0613576987384716	0.064297865585826	0.060275795034345	0.0589974469137518	0.0618532556247562	0.0582593056638875	0.0663982037176989	0.059759448946095	0.0657033963668535	0.0621536245147839	0.0626925200668629	0.0623940065571567	0.0616204259024461	0.0610579280382012	0.06205415152732	0.0599068120937828	0.0611925275601472	0.0577272836813582	0.0623715842038428	0.0660591200714191	0.0597602008634375	0.0616127287833013	0.0583940351761803	0.0666539434995911	0.0646880677716883	0.067300122001892	0.0668589428365674	0.0675127041018319	0.062559192348932	0.0679919066228036	0.0660861979280577	0.0620128154381123	0.0656070651118403	0.0631225272575463	0.0644326820609902	0.0656244754010196	0.0646868974095829	0.0657072531501905	0.0660347501967096	0.0644916456023513	0.0655328446415143	0.0618634931722672	0.058052609246474	0.0652241796041786	0.0551678451858396	0.0630121676644349	0.0616612136292974	0.0608689902133943	0.0619334106428863	0.0609172111980702	0.0572596631737899	0.0631132698837627	0.0682068810045413	0.0656808576599205	0.0629466714181798	0.0657031082130075	0.0629559097541324	0.0566260960379741	0.0574228627809551	0.060709137142686	0.0671970084755184	0.0668667738468591	0.0654415679151766	0.0661940744485706	0.0656297364537386	0.0593286124534426	0.0630737640849981	0.0652533835202961	0.0636315796410892	0.0565465284282225	0.0648207915241848	0.0631110632174017	0.0593717602001892	0.0639207016528045	0.0640220674787823	0.0625355281527711	0.0676795751972803	0.060748531533116	0.0579264493756543	0.0604603393025529	0.060516883539649	0.0673482660871952	0.063328231778899	0.0575139180941899	0.0673843456416683	0.0670362838030384	0.0566850975615053	0.0616894969936252	0.057315500832468	0.0683107719319806	0.0598084597951076	0.0591447836833822	0.0635055103169835	0.0573069019142828	0.056412577442473	0.0578770937992503	0.0559185212851763	0.0568006811520066	0.0621139112967216	0.0561176220484211	0.0584224462811212
"Metabolism|Global and overview maps|Microbial metabolism in diverse environments"	0.0566878132308046	0.0549771797393582	0.0531829850381805	0.0495225366399505	0.0541533432873832	0.0542741561801626	0.0559811178882584	0.0534584002909395	0.0565208701720514	0.052724261009742	0.048326421729364	0.0555383048834004	0.0505147527427924	0.0573595251040505	0.0527525933253736	0.0520957502401697	0.0495523064309372	0.0530553036049102	0.0517294165873606	0.0558405820989884	0.0540921591799978	0.0542826350526526	0.052653797211323	0.0535807006219212	0.0556882198598609	0.0513271216078791	0.0507460128299614	0.0560581192453779	0.0546419079286523	0.0544654150114363	0.0511705037507164	0.0532119316024806	0.0506153398973352	0.0519375263924632	0.0524205853197105	0.0517980193996044	0.0524340225331294	0.0552766769524452	0.0475537464178802	0.0563170623977698	0.0549882948644487	0.0514330178311676	0.0456629167751313	0.0509523662494364	0.0502762744436029	0.0545394849127227	0.0534072282806911	0.051174842227955	0.0528069391469993	0.0520135587127758	0.0539874736555682	0.052243900113892	0.0561190472711583	0.0512104648839159	0.05227881352432	0.0544726646499453	0.0495561342194817	0.0509658546215072	0.0531516024160594	0.0522792219193235	0.0546177702069059	0.0554589098446839	0.054275280737669	0.0489341627222038	0.0565104037314428	0.0512703641564225	0.0532290801885218	0.0522946617603098	0.0532046860408309	0.0482612155489304	0.0542435569606211	0.0559687398557536	0.0557954083129958	0.0533164704599044	0.0535595370470906	0.0533910167521685	0.0498284275501963	0.0536992375536974	0.0551300334669281	0.0570169221699094	0.0568740997720939	0.0578763195683384	0.0507910152779807	0.0544325559950403	0.054400793204129	0.0533405005028903	0.0506973947596977	0.0552913596044357	0.0518755545930031	0.0510870374801689	0.0525836765022563	0.0520152755958537	0.0551556294562914	0.0528720456635011	0.0546918637914016	0.0527913195491633	0.0535377607252593	0.0549999598103149	0.0517988562289116	0.0515315688806125	0.0569471772029188	0.0502755800223615	0.050098223097076	0.0523717417670022	0.0527089218985521	0.0575426921650349	0.0532835148842738	0.0531893006013292	0.0566157877489736	0.0553351337753634	0.0571699497825131	0.0535121475320422	0.049104175646753	0.0540308422042863	0.0543807520547392	0.0570608309124858	0.0562435178379435	0.0538176119599753	0.0567167348925819	0.0572820673984136	0.0531350207512603	0.0561096970709542	0.0548884317210542
"Metabolism|Global and overview maps|Biosynthesis of antibiotics"	0.045491691838651	0.0478225055118168	0.0437448756432835	0.0511126978632857	0.0530667826810901	0.0468994986475768	0.0473038576380206	0.0416561114434805	0.0432955316670366	0.0514906744294363	0.0475608743694422	0.0483121040107955	0.0480933032932296	0.0435246999620734	0.0511600744412447	0.0457921141401327	0.0472658226229001	0.050849797668997	0.0513262830606307	0.047143457713577	0.0469802146695813	0.0532256383200759	0.0489663691764545	0.0518470948705871	0.0477717080382835	0.0480391679485743	0.0489456304057811	0.0452926444626475	0.0532696834330249	0.0469738297767304	0.0511085766940114	0.049278132486556	0.0509260435097938	0.0493104570295063	0.0494687576925721	0.0500739661908578	0.0501996446371361	0.0470174882227708	0.0504120884201718	0.045201881978467	0.0504984797308784	0.0520753832445755	0.049395379223711	0.0496030993475	0.0467660523852122	0.0536033775507403	0.0511202218591859	0.051888701050848	0.052629289678649	0.0523656652530611	0.0504657200499785	0.0525941771437965	0.0539540867127439	0.0488572505249407	0.0516109842113751	0.0517639205257325	0.0509149436186417	0.0506455730203864	0.0513324509542908	0.0516295727025895	0.0529523836218248	0.0532151120333765	0.0511621800987286	0.0497342016570994	0.0453970940170363	0.0504860182917453	0.0437746295978072	0.0515095997479468	0.0510899343507598	0.0490263006276452	0.0496629261536178	0.0479484102633522	0.0436795194762145	0.0515543600836561	0.0534918692774619	0.0524658545881829	0.0495275782419223	0.0527683529890049	0.0499584447617616	0.0441248686893633	0.0441152131790904	0.0496690840946448	0.0525216631532745	0.0533162047678163	0.0529660883040958	0.0528084064872288	0.0511263362629993	0.0488410826226912	0.0511798221306674	0.0516570318778925	0.0510831075308068	0.0466997384125617	0.0526964264159355	0.051202134838609	0.0467400736296044	0.0525888706670487	0.0526007608331908	0.0523532197202092	0.0525819954683715	0.0499536039610681	0.044282048421821	0.048435482367237	0.0491429610086639	0.0523157439267183	0.0507037036519188	0.0443177596527627	0.0529994849310074	0.0528645230597334	0.0441786826867579	0.0482233372165143	0.0442996566983997	0.0532197644015977	0.0490426015330308	0.0469094548692999	0.0495663937262383	0.0443487998830921	0.0439416657495267	0.0453672348321378	0.0434774874956561	0.0438913708048428	0.0504761984604663	0.0438820504625416	0.0459916042936142
"Environmental Information Processing|Membrane transport|ABC transporters"	0.0542307583249474	0.051401977413006	0.0563415575237764	0.0475224800953307	0.0404462960649313	0.050372744793108	0.0511836922863309	0.0618767650271941	0.0586659790396285	0.0475000499266865	0.044535644937597	0.0502652378853384	0.052859234719806	0.0547761878234399	0.0465595010734568	0.0524639036421251	0.0623797458945934	0.0487898068854098	0.0446458597097722	0.0503212553003675	0.0505746128518599	0.0439857707670225	0.0476595430473604	0.0460533860096022	0.0499778244965663	0.0564719256921038	0.0603160581482649	0.0517923707089403	0.0435104287670138	0.0498398520912718	0.0447922138604495	0.0450053072843278	0.0428011863741933	0.0504420796456524	0.0560036335938944	0.0496833965823743	0.0523487580438042	0.0544293146247269	0.0372850647031759	0.0515633829100881	0.0487308594770696	0.0407982294260467	0.0317737443649712	0.0478207607536561	0.0506526090451291	0.0406870303329422	0.0493575859719525	0.0475137762627128	0.0416808447336431	0.0454348804975805	0.0464575034976639	0.0451745349968875	0.0413210706479507	0.0455876349901916	0.0482636239877476	0.0481361169152577	0.0431465326988773	0.0528736007788298	0.0508848552109724	0.0486967206199631	0.0449302321987228	0.0419869326465304	0.0446046677899498	0.0395240136703561	0.0521711924840707	0.0509749667639118	0.0633365974021054	0.0440246379652662	0.0457349096267316	0.0440840186450005	0.052989331344175	0.0500494258095889	0.0604208099634604	0.0470533152429896	0.04269406032769	0.043298637674333	0.0427896491087333	0.0441409637172083	0.0483142060078833	0.0531132027408943	0.0520914232660978	0.0486800486551845	0.0402703663608988	0.0433922629815635	0.0429829832666364	0.0432553758605189	0.0473352652857649	0.0543159445178416	0.0447098502319439	0.0442555879743997	0.0489007834901682	0.0643880553748732	0.0464411346381534	0.0474210238661687	0.0509119588938763	0.0380385099101718	0.0390521427233159	0.0434016530080117	0.0443432611864514	0.0469205327480168	0.0521980684654047	0.0566858522059664	0.0500736244757803	0.0467932380030538	0.0493422766516374	0.0522067238715458	0.0442211217004267	0.0421279346805313	0.0521680696786281	0.0510987463353778	0.0537862631647701	0.0430702862667767	0.0408857120508513	0.0525595406284209	0.0487617565059457	0.0534447776106276	0.0523059148467222	0.0458481408546026	0.056108116961114	0.0541355983028646	0.0423299561782953	0.0537822513529162	0.0484763917366638
"Environmental Information Processing|Signal transduction|Two-component system"	0.0412044634273887	0.0362929380496075	0.0488682517123111	0.0314937380057267	0.0326750892127516	0.0396859114392497	0.0397668472867283	0.0467384033216879	0.045530719825281	0.0346971731728474	0.0556851437196578	0.0392889919561173	0.0483492577043749	0.0429690876854272	0.0340263408644094	0.0423085845364184	0.0419833132495616	0.0360381855293675	0.0389908825988294	0.040621587649833	0.0407633449408272	0.0285712402752855	0.0429037139442025	0.0353913614157836	0.0384993146764857	0.0466985545685579	0.0400194085333653	0.0417469234645037	0.0293500457277647	0.0417592814450238	0.0345081920285814	0.0402466288545565	0.041716874978247	0.0392167806983306	0.0458689815140803	0.0466315788398369	0.039559673134778	0.0388280243000486	0.05520111203511	0.0426286897161157	0.0366325426477997	0.0357188087840711	0.0561755359271472	0.043393684077729	0.0460747093332827	0.0295174113272916	0.0337915242807542	0.0317627071645187	0.031944759366397	0.0308602290755275	0.037790069180441	0.0292774159167039	0.0278082797995761	0.0414956720354081	0.0340804077413274	0.0350560905653977	0.0427753243322996	0.0374102518062227	0.0323454244043474	0.0333348648555389	0.0286647337129743	0.0324457816659675	0.0309964359456932	0.045141391412354	0.0414731590143568	0.0356386006432902	0.049713342207497	0.04218111551244	0.0432695205535966	0.0480143492784613	0.034771510177367	0.0368522655160662	0.0401302349666987	0.0398597830367277	0.0270497913041317	0.0333107831721025	0.0417923232787222	0.0320591341984446	0.0346156776244534	0.0431136925392691	0.0422417842790478	0.0347927539449683	0.0345234029700908	0.0287723498372239	0.0322074414915965	0.0321211978127345	0.0365621566814095	0.0426899974219187	0.0421620356807157	0.037055488849667	0.0383538327598787	0.0509225473141087	0.0319222695035067	0.0385985093669505	0.0408029881091403	0.0414312172008674	0.0375613793686509	0.0343872520161186	0.0311695179215778	0.0448408097232993	0.0410720953598953	0.0476810253177046	0.046654173011977	0.0296534453237677	0.0373783875282177	0.0411107987958414	0.0293429835096314	0.0294949170058175	0.044081571001089	0.0356341924796143	0.0417418482990305	0.0264808507808309	0.0515890040126605	0.0427841807616744	0.0343935581090256	0.0416429708701928	0.0448952507055936	0.0453546857083861	0.0445215760664949	0.0421440839607868	0.0390488903221008	0.0437420665409804	0.0432214613481876
"Metabolism|Global and overview maps|Biosynthesis of amino acids"	0.0244402132953695	0.0273065708278427	0.0241831137814131	0.0324193076905525	0.0311380149098748	0.0267193694144004	0.025899198290681	0.0215303580049661	0.0226401058138556	0.0301970282214763	0.0259980721530472	0.0270303169734819	0.027407410955856	0.0221679144987386	0.0306940808662163	0.0267598027431617	0.0297781462989424	0.0306429505324864	0.0304018780743542	0.0259474451965622	0.0264614588598422	0.0324810463688142	0.0282587862625787	0.0312447167299407	0.0265931257196047	0.028131041972595	0.0303355749845151	0.0241562487824173	0.032223263657972	0.0261176305347104	0.0314297802637309	0.0283131596445686	0.0300380689530615	0.0295681357542686	0.0294635992558793	0.0299753165573675	0.0304019793888679	0.0265601345271274	0.0295698843906001	0.0238662738426182	0.0296488837995714	0.0315816235297725	0.027831895193001	0.0296573266451785	0.0269118165009402	0.0322397186682631	0.0309786644464316	0.032418962111183	0.0319060255056447	0.0324973420867005	0.0294198837404632	0.0327558761649369	0.0321596107883798	0.0289326173752444	0.0318205089862461	0.0309929312505989	0.0307069579833729	0.0314963225738308	0.0315223418143792	0.0318746193838208	0.0320637670771316	0.0314670339445525	0.030342519644795	0.029154880026677	0.0240865956509059	0.0312865164492182	0.0254921933376534	0.0306391121033015	0.0301518145563889	0.0288093833178853	0.0294938276480664	0.026864977576297	0.025801971212585	0.0307245443960586	0.0329172435380386	0.0316177241954894	0.0291975397466955	0.031986014060864	0.0290924791179213	0.0227449289775911	0.0233904501108402	0.0286486328721992	0.0320163777790209	0.0324256875393758	0.0317741248735545	0.0319976378687645	0.0316940538372096	0.0280993736737848	0.0305209063083786	0.031426410656059	0.03086123963286	0.0274927405311997	0.0317746859126781	0.0307794193638387	0.0255855586138008	0.0307853529390604	0.0309762608355706	0.0305662716994668	0.0325837732076755	0.0291761755069651	0.0235770821042413	0.0291609556681049	0.0294916527688624	0.0325614911119124	0.0307076761853235	0.0234965229010265	0.0325942620516987	0.0321548934676514	0.0227870252814544	0.0276879627724821	0.022995048608606	0.0327233320285897	0.0276781593873151	0.0259400321211346	0.0290192163915554	0.0230794574336221	0.0226247070710503	0.0239580781412664	0.0224429125489985	0.0226237801798894	0.0293142635667001	0.0230303232842075	0.0247150818409149
"Metabolism|Global and overview maps|Carbon metabolism"	0.0250495083791379	0.0253256995136158	0.0252086403980291	0.0253495713442677	0.0274341407081823	0.0259226094256629	0.0255965042311299	0.0214788438643178	0.0243497936971523	0.0259728756686481	0.0252962902700581	0.0259409785559108	0.0256967389263634	0.0242887237232873	0.0266542731236388	0.0259033925659534	0.0250618825495956	0.0264448697166841	0.0266716706619165	0.0256207152058773	0.0252179497447493	0.0271399927247456	0.0261314843394936	0.0270981759910063	0.0256865807139948	0.0261895445992523	0.0252400585081932	0.0247189760636093	0.0273240707465762	0.0252022068001326	0.0262026834982918	0.0260274810427092	0.0265523187068408	0.0259184671765183	0.0268282170070135	0.0270356439973302	0.0264502451077734	0.0252372796042507	0.026300611188491	0.0248384204702013	0.0267619195987346	0.0266285445974509	0.0260321261147394	0.0263686246488139	0.025824010919578	0.0275363369168821	0.0263493901452896	0.0260059699272632	0.0267246319349342	0.0264263021846577	0.0265426942533428	0.0261654738042802	0.0279991278857269	0.026410506484621	0.0264727243959629	0.027118361206302	0.0262984813960829	0.0260060861716499	0.0262700537907758	0.0263847008911355	0.0269973642050164	0.0277982064827183	0.0262293504039946	0.0262506851737718	0.0249232541935731	0.0259633411497547	0.0246913195646198	0.0271714331027166	0.0275176378458169	0.0258517734386031	0.0259387348324389	0.0255949619877184	0.0242941849237465	0.0272577694373803	0.02687510185504	0.0271806426296763	0.0256752120104956	0.0269992082268794	0.0262577610864219	0.0245359746169451	0.0242172768391269	0.0269990161884266	0.026487240297523	0.0272210288243992	0.0274512393068805	0.0270354917048325	0.0260214417726681	0.026846116536234	0.026964574440683	0.026430861092431	0.0266822365236334	0.0259920083950418	0.0273927521324419	0.0269196465717472	0.0249635302494177	0.0275939980866913	0.0276460675315966	0.0273282732393189	0.0263921569798337	0.0267286281087855	0.0241836089875452	0.0259160814170354	0.0259344483312211	0.0262559808703376	0.0265129832322492	0.0243145088184308	0.0268966680648381	0.0268036715565068	0.0245666036287229	0.0254338833409433	0.0242723785466017	0.0266462678434964	0.0259417430101723	0.0251199890046061	0.0258246255930176	0.0244919177072723	0.024500630561634	0.024814171599097	0.0243546597970037	0.0243563838859508	0.0268640156175535	0.0247261335957441	0.0249981240950789
"Cellular Processes|Cellular community - prokaryotes|Quorum sensing"	0.0218560881305074	0.0219902128401159	0.0256355639873267	0.0236645133969325	0.0191554700527981	0.0224677399788746	0.0211419821355803	0.0273105767803036	0.0238035586251897	0.0217504617411797	0.0215255968059228	0.0211178842639647	0.023140481917919	0.0218136001175379	0.0206634125939513	0.0254782966933386	0.0294840062716242	0.0220003965784162	0.0199872976569792	0.0209918561741589	0.0227654872332469	0.0202543299805948	0.0212817974745146	0.0207727232544618	0.0210759320053223	0.0250693031777222	0.0238874813566876	0.0215579330526071	0.019602802023913	0.0210553380252187	0.0219279884119869	0.0198639458777804	0.0188866971255918	0.0223601153049158	0.0264985922784585	0.0222774289544946	0.0227566940747837	0.0225664312062312	0.0177206698235822	0.0212409414951803	0.020983279480919	0.0194261926960562	0.0161389233703456	0.0220536742625333	0.0228662054608365	0.0187053453717797	0.0219298515916012	0.0224912398986114	0.0195278361705055	0.0217022943839255	0.0199071060213287	0.0214385828885938	0.0183384672251976	0.0211635452165731	0.0224859712820646	0.0203280597890156	0.0207235225747814	0.0254801029657962	0.0218027009890598	0.0223597690960033	0.0198567859591395	0.0180727871338033	0.0201577382678203	0.0193756290405777	0.0213434261299655	0.0241176411201112	0.0236746241408124	0.0198031981312487	0.0208201619776652	0.019882650005851	0.021523145491856	0.0209072148333562	0.0227211870085043	0.0210510082714263	0.0200151750866304	0.0201841230896078	0.0197557724801471	0.019820299801472	0.0209092292014317	0.021277911552815	0.0222840863184887	0.0189906974831931	0.0196163819628628	0.0198834874997373	0.0193447002439122	0.0197270137525316	0.0223980094282406	0.0227103036710767	0.0202660627334334	0.0207436046626293	0.0221192440462496	0.026480755020027	0.0205449834053298	0.021203006207158	0.0215828747813571	0.016964015739732	0.0179137250534886	0.0176771322479746	0.0211522162523859	0.0206354065157305	0.0222513836573493	0.0252822453910752	0.0217672515682593	0.021773335697109	0.0221968403774758	0.0220862968972493	0.0207240522928624	0.0198179992594033	0.021143501366793	0.0215187775641085	0.022345797316379	0.0200952574174617	0.0195034827254013	0.0224948950520984	0.0214365591357174	0.021551685533648	0.0212100791951717	0.0193605473696563	0.0226452222075151	0.0217048679370154	0.0193710933477816	0.0225659259086619	0.020049678568219
"Environmental Information Processing|Membrane transport|Phosphotransferase system (PTS)"	0.0221392609622818	0.0224016974928967	0.0237132908602376	0.0227138415708061	0.0126223747135051	0.0217895286594348	0.020159029177048	0.0257939873486291	0.0229636047860335	0.0167142913732537	0.0104815344168888	0.0189681190494499	0.0141295469156925	0.024397813835493	0.0178863884296285	0.024256532085867	0.0217016395680646	0.0176584480514406	0.0155000687769447	0.0198519359767256	0.0204191356251922	0.0180318486145714	0.0160856516862632	0.0160741135544503	0.020145865212213	0.0165227339722593	0.0198790283932126	0.022323674390727	0.017173722988425	0.0201318386702825	0.0186719834343843	0.0177672262932091	0.0138042520207964	0.018665917617955	0.0142787783851346	0.011874961837699	0.0166124465470279	0.0221085304766446	0.00878934274721443	0.0216089161571009	0.0173510895090891	0.0165700213880503	0.00646576912919922	0.0147802607577118	0.0162153363133481	0.0163073270034824	0.0186911463481927	0.0197998041906376	0.0175758077050918	0.0192249226825238	0.0164504532487118	0.0199216536229656	0.0157814326093723	0.0128278377375758	0.0181196698939313	0.0162017498608517	0.0145049035519949	0.018921494017176	0.0195381022691334	0.0185815898685026	0.0178743554653555	0.0142361761541332	0.0199709080681673	0.0125195537309856	0.0223523056196923	0.0199868051973891	0.0193392287925228	0.0126710973657446	0.0120004923716812	0.011794740441598	0.0198013234740523	0.0211372082338018	0.0233837309657176	0.0137605572133007	0.0188671326076182	0.0163485174657865	0.0155483916270611	0.0169731320901839	0.0195225631087499	0.0231164005226446	0.0222625241053692	0.0161802569510621	0.0166896224562735	0.0175669449756568	0.0159146068931142	0.0167378020128288	0.0180820062635001	0.0144814181180014	0.013738548992286	0.0162119422550828	0.016041311587864	0.0151919764265609	0.01607502724384	0.0152680809796111	0.02085591629298	0.0119049396655751	0.0124054722282938	0.0135569498573023	0.0186918128726565	0.0115273275243035	0.0230504905970232	0.014664321924891	0.0142998665426685	0.0202007051376795	0.0174513636618058	0.0224459163978201	0.0183606017575169	0.0181423717055432	0.0223981815218831	0.0215693564866295	0.0231137412724605	0.0198341978904627	0.0107106158337935	0.0193736229681435	0.0206829321856694	0.0239067874769719	0.0227063722745595	0.0189478634307633	0.0239507005286696	0.0242856928106652	0.0139733149769713	0.023936387459198	0.020004967013548
