"","buddy_16","buddy_17","ivy_17","padme_17","buddy_18","ginger_18","ivy_18","franc_19","ivy_19","ginger_20","buddy_21","joans_21","franc_22","grogu_22","henry_22","joans_22","marshmallow_22","franc_24","ginger_24","henry_24","ivy_24","marshmallow_24","henry_25","ophelia_43","goose_44","iris_44","jarjarbinks_44","lambchop_44","hamlet_45","hera_45","jarjarbinks_45","korra_45","ophelia_45","goose_46","hamlet_46","iris_46","lambchop_46","hamlet_48","hera_48","iris_48","jarjarbinks_48","korra_48","kubo_48","lambchop_48","ophelia_48","wolverine_48","iris_49","jarjarbinks_49","kubo_49","ophelia_49","wolverine_49","jarjarbinks_50","korra_50","kubo_50","lambchop_50","ophelia_50","wolverine_50","lambchop_51","goose_52","jarjarbinks_52","kubo_52","hera_53","kubo_53","iris_55","lambchop_55","ophelia_55"
"buddy_16",0,2.93085377182049,4.13028469996379,9.56760727966147,3.6114403012179,1.73618386688058,1.99178529526666,3.84376721328974,1.90513519424945,2.37364761419044,2.48895133838574,3.07759404330087,2.74052316735616,4.19218913065021,3.8667715856647,4.51129956863092,2.63895933181915,2.91680209606859,3.17577826459663,3.82634014779102,2.40939170762799,3.9102266842372,5.26379437043963,3.98036644295563,3.15423549379447,2.86801233880611,0.71604561869482,3.33709474300258,1.0680587727941,2.12517207511254,6.67548036696148,3.78283319753958,3.81599131335689,1.87019401953741,1.10453982196611,3.48421725396065,2.62733754511172,2.18673716113245,2.60025886990341,2.93659030856062,5.46406313489226,4.5963976300039,2.49060023504453,2.76507327249736,3.38542953359756,4.92398686439988,3.15064586807078,3.0418485359475,2.24141200287833,3.59761965771607,3.336886457637,2.33172556642819,2.25156657653657,2.23258471843736,2.85923564838321,7.78118978752762,5.12322086221377,3.24015254096575,2.61146598158353,2.35814623483469,5.73161384342578,2.8080180311077,2.84527607037709,2.9944505157457,2.88104195888029,5.41680696743923
"buddy_17",2.93085377182049,0,1.81672180664999,8.53259954131827,1.09240559911855,3.05548558220181,2.52886036696651,1.54283067080332,2.08906648579618,2.51482034472613,2.89439610491316,3.55936369989963,2.34748060038608,4.07451444227768,1.29594257556795,2.08182246066092,2.97490168283776,1.52071777306503,3.41369214492963,1.41914598428697,2.43689325133271,3.78561156070498,2.95763156739122,2.12833708432288,1.92561815849347,3.11882361527083,2.41740350790927,3.41442284987464,2.49033991839418,2.06112350145019,5.28667490672216,1.57830705895463,2.47965101315818,2.98619456156149,2.3633294177219,2.35213088253536,3.10672736014688,2.34697607132753,1.58469966097275,3.17256524162303,2.97071169902674,2.12152529744475,2.68256133959375,3.16098141173125,2.4708801930593,2.89695313058315,3.46660347509282,0.66226779549489,2.67220371432707,1.55938628631081,1.58634371223905,0.917698336425978,1.47627424627239,2.1037941688734,3.01872146046858,5.34026442307425,3.13560134143268,3.53703485684758,3.24942452276121,1.86105417226394,3.23704967093743,2.17843276384645,2.11733847080783,3.30564705668311,2.80626119672969,3.18892123676591
"ivy_17",4.13028469996379,1.81672180664999,0,8.4354025614815,2.2424809056559,4.39651395459262,3.31417253158477,0.642137102317354,3.27070498235903,3.70500764859071,4.15714049615307,4.37148440621327,3.12813739905344,5.18435844432617,1.57262542730588,1.82830578769931,4.21883694646118,1.61317230644399,4.60661340460002,1.59823494185191,3.40851924199844,4.85694281301929,2.52193384419552,2.36072251903658,2.97022822305632,3.30801628548285,3.70136206223136,4.55673520701532,3.57428510666281,2.99770532328069,5.13158839955692,1.69286174646484,2.79385703957223,4.03724991355762,3.55454990864092,1.98464966722506,4.29701524338308,3.36209739519581,2.5376281465449,3.41830626275943,2.53801680481587,1.85898896297924,3.74605206672297,4.25525801061374,2.95619733799768,2.14207641395522,3.97970581008675,1.72212167077915,3.93089139314094,1.84646490847881,1.69341968984682,2.35260042845341,2.8099864192931,3.30450328376486,4.2033352619639,4.6235029904658,3.04193425867782,4.69823639659826,4.30688312740335,3.02696536882694,2.62443595859272,3.39903233552812,3.23323084432421,3.80880361843516,3.80595431701544,2.81092495484856
"padme_17",9.56760727966147,8.53259954131827,8.4354025614815,0,8.64383725140826,9.89778373482961,9.38089376096243,8.49609260624153,9.13128342889731,9.30230013344713,9.75838241563965,10.2970265108478,9.52572360858437,10.3380153137659,8.11948953463284,7.95149587387207,9.7302034017985,8.8741439846872,9.97392135632889,8.01122888828708,9.37730448124015,10.1514160444031,7.9497326783291,7.94481934432995,9.19260640362501,9.5891550910611,9.32689910306211,9.95757849382455,9.2387266969499,8.89530484165937,8.32840978556948,8.13689615530022,8.08920789252605,10.0020811991861,9.23171543542788,8.89371137186085,9.74574281205498,9.11830116783472,8.70235406373925,9.70776235757089,8.1862159784321,8.01861708410066,9.49421903373942,9.94843377123114,8.35446291036696,8.48373396722954,10.1543921881438,8.57668632650804,9.54836227603678,8.12987475290021,8.59701460198659,8.72776569304251,8.89567244285605,9.23233699452589,9.57144024771526,8.39139298453715,8.42831215663593,10.0418665056296,10.0896721879588,8.92066110536945,8.07780659361357,9.2266949981093,9.07960367203894,10.0170589098395,9.00998791512675,6.55938695641369
"buddy_18",3.6114403012179,1.09240559911855,2.2424809056559,8.64383725140826,0,3.4136717843703,3.38459817539432,1.95250178433731,2.68529129479706,2.74755706838544,3.1144469301994,3.73803118689978,2.63502802927743,3.86007710956032,1.54986242672743,2.03567571711538,3.12086190506367,2.26446148070906,3.5126951412822,1.86714227528253,2.9495145584893,3.63369918512706,3.15996954083063,2.69326447449987,1.7626036509475,3.85295031554837,3.10993734457131,3.42683139472683,3.13305545676431,2.72861318034842,5.65139468271403,1.9714291236953,3.14869912518169,3.37525959299441,2.90798195637915,2.98688744074831,3.39120818637223,2.87418052297534,2.13141199223379,3.79793012209368,2.92818612943871,2.20153883741337,3.10176219090877,3.25180121699502,3.1705101190335,2.90010429185688,3.82735314244442,1.28857925516972,3.09461131670851,2.1726185355454,2.0552597051672,1.66909248460849,1.72754495255752,2.59768498759024,3.1705318918102,5.17772619077639,2.82672798955018,3.62491644869338,3.40996414979348,2.43525764132922,3.18404587793143,2.2075077914559,2.28355679831805,3.74128021942276,3.13282233987968,3.3407474761244
"ginger_18",1.73618386688058,3.05548558220181,4.39651395459262,9.89778373482961,3.4136717843703,0,2.47571572507771,3.98153640097197,1.77787627934735,1.80406462872052,1.34316342103323,1.78483367411959,1.84272233896679,2.88220689828922,4.23559873816207,4.76258584199363,1.56307645600166,2.97739784541375,1.69802277459678,4.30464829678765,2.02099289697742,2.7269316608367,5.87960459455934,4.58853897069431,2.37953647110852,3.19847191185524,1.96834467471871,1.84864681207023,1.78387746429259,2.42569661561782,7.5274270251689,4.31969840105112,4.51443584212246,1.23400281928014,1.54727841976271,3.82724190433018,1.17521472361108,2.28466834882314,2.69222095756868,3.02898553942717,5.93808809820588,5.02246209200891,1.74567219324704,1.44685895569392,4.1064524708088,5.18339559804644,2.40036842214804,3.19823520055921,1.30373627770209,4.19778975421541,3.53248477100363,2.45786750459739,2.00781212266167,1.75416732554643,1.41765501331313,8.30784021875424,5.30766184313946,1.65461591763652,1.35057530386428,2.45290158964325,6.20575686647638,1.99903420029891,2.14557697691476,2.41887968215479,1.97647471912919,5.92278085318258
"ivy_18",1.99178529526666,2.52886036696651,3.31417253158477,9.38089376096243,3.38459817539432,2.47571572507771,0,2.98729980308317,1.33363509228262,2.31013392526321,2.37357388281145,2.90443975576759,2.32267148189901,3.99191364910566,3.45469561868576,4.1678064445764,2.59510472727616,2.02536482241996,3.12273545025711,3.45451831661245,1.60356495009651,3.63635724513689,4.91537406189251,3.38489060320654,2.91078557120778,1.35681154434695,1.92909505355827,3.28209913718697,1.72220174518097,1.56090000962446,5.9411464603492,3.62477133826238,3.16754233109722,1.93965638015121,1.9507737960397,2.14821372075434,2.87652577697465,1.72483598874509,1.99645807400673,1.56876237199857,5.10243006146405,4.30821036379694,1.96294932276107,2.8011283778491,2.53920892478204,4.36036784414595,2.3287762549751,2.50027613170692,2.02423925259611,2.99603828067776,2.66915247842214,1.93384818232921,2.35557090439739,1.65009761258033,3.00268518848396,7.32769057206622,5.03926929869624,3.33217618474414,2.6552739561235,1.68417288205868,5.34461826275619,2.59167163468547,2.42338684826531,2.01947616169327,3.03104476976505,4.94427738852319
"franc_19",3.84376721328974,1.54283067080332,0.642137102317354,8.49609260624153,1.95250178433731,3.98153640097197,2.98729980308317,0,2.82496394119831,3.1435252426796,3.62095064063564,3.90018719017442,2.66934883311016,4.59662867311251,1.52127406711514,1.86174239703209,3.66105060353108,1.29447267795085,4.06539732345792,1.6490180151502,2.86878499284681,4.26074702687115,2.89884952073114,2.35715509758782,2.44420424309768,2.94660210611481,3.45351763590824,4.01225075521859,3.18774730769745,2.51384325922511,5.23908136012807,1.84331293361335,2.74846202899195,3.60678215060956,3.1625521436167,1.74242363179948,3.86263791372319,2.83627170222714,1.99677400429774,3.00280447109875,2.88625578496418,2.08860632905615,3.2053702820803,3.7300453363711,2.73268870381277,2.36761626303823,3.51260572675224,1.34586867934845,3.42258918352863,1.75387399629902,1.57535369981152,1.92966772265686,2.33922399379555,2.78620495610979,3.72139651220853,4.96714582856805,3.18598734930254,4.18711883022775,3.80506036056081,2.51862655316226,2.99211696499782,2.83064097428061,2.66513250989905,3.33941967061186,3.40885374115906,3.01373153067425
"ivy_19",1.90513519424945,2.08906648579618,3.27070498235903,9.13128342889731,2.68529129479706,1.77787627934735,1.33363509228262,2.82496394119831,0,1.30523406757616,1.4748575512251,2.29923745014369,1.64714675748401,3.06189674691397,3.1326632781191,3.68503516378032,1.62453954177307,1.99432240401614,2.20093615092249,3.22607799656425,1.07138046554883,2.71913539231336,4.82970133496469,3.18628459004717,1.91328344396634,2.0426725843219,1.83657099777657,2.31066351526082,1.30785934296361,1.10438092110891,5.97377952010031,3.36496332492124,3.04741892278552,1.48577742543069,1.30157206675001,2.37574590356836,2.07108798024848,1.17932088307999,1.46439944540813,1.96933425766452,4.91008677336098,4.01162451606107,1.20457450231693,1.88153604361746,2.51384879762508,4.1058989856651,2.0926761673214,2.047548899357,1.23880494946408,2.846348558376,2.40576908870763,1.37006597491549,1.3772165478774,0.770088622260429,2.04596198210702,7.1516502652169,4.52531374033357,2.41239226787045,1.85166846840962,1.14436837800132,5.1448061678925,1.51387079869241,1.33909640201449,1.90847669189385,2.2117548935054,4.7010604765533
"ginger_20",2.37364761419044,2.51482034472613,3.70500764859071,9.30230013344713,2.74755706838544,1.80406462872052,2.31013392526321,3.1435252426796,1.30523406757616,0,0.968379229020224,2.12091529828433,1.75792398009382,2.20024007841385,3.39897089459001,3.89982578603431,0.800103301714442,2.5656124446191,1.63771472767655,3.57813804199328,1.06380987888075,1.82772250398392,5.25156407592316,3.77324369006203,1.56185573119124,2.60342118675284,2.40624656992015,1.68184920840386,1.57264463785532,1.3425034805014,6.54397750379237,3.74879593145536,3.76006129206738,1.65185505837834,1.46857960259718,3.04955872347174,2.01291436580457,0.984978745916558,1.46581133717344,2.37575660373066,5.25470935286828,4.30755669411622,1.00239145150695,1.31609318855185,3.12805437122004,4.59402275120127,2.19856970902295,2.3704648568834,1.12956721649915,3.28867779736563,3.07570620885944,1.74513537898096,1.24486575661969,0.987321065238029,1.71663933517753,7.38196230822346,4.83608647241185,1.95304833692173,1.48265365091784,1.26787224347034,5.46456927155004,0.795900783169258,0.994202652279203,2.08878780099729,2.18222436574043,5.04293875679259
