"Taxa"	"hera_1"	"wolverine_1"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"hera_2"	"jarjarbinks_2"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"hamlet_22"	"hera_22"	"iris_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"jarjarbinks_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"hera_37"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"ophelia_43"	"iris_44"	"jarjarbinks_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"hamlet_46"	"iris_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"ophelia_55"	"ophelia_57"	"wolverine_57"	"wolverine_58"	"hamlet_59"	"iris_59"	"ophelia_59"	"korra_6"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"	"hera_7"	"iris_7"	"korra_9"
"k__Bacteria|p__Bacillota"	0.768666666666667	0.783111111111111	0.452666666666667	0.726	0.500444444444444	0.751333333333333	0.447555555555556	0.662444444444444	0.298888888888889	0.812888888888889	0.787333333333333	0.732666666666667	0.747111111111111	0.775777777777778	0.792	0.786	0.726	0.631111111111111	0.542222222222222	0.751111111111111	0.864222222222222	0.691555555555556	0.652222222222222	0.142666666666667	0.132888888888889	0.503777777777778	0.742444444444444	0.802666666666667	0.556	0.449111111111111	0.728444444444444	0.693555555555556	0.606888888888889	0.724222222222222	0.214222222222222	0.476222222222222	0.789333333333333	0.635555555555556	0.715555555555556	0.725777777777778	0.544444444444444	0.652888888888889	0.68	0.655111111111111	0.862888888888889	0.324666666666667	0.667333333333333	0.487111111111111	0.831555555555556	0.420444444444444	0.734444444444444	0.575222222222222	0.626444444444444	0.767333333333333	0.232222222222222	0.814	0.739777777777778	0.706666666666667	0.694444444444444	0.633555555555556	0.0606666666666667	0.363111111111111	0.431333333333333	0.273111111111111	0.421555555555556	0.661555555555556	0.529777777777778	0.566	0.671777777777778	0.682	0.721111111111111	0.510222222222222	0.599111111111111	0.619111111111111	0.490888888888889	0.556444444444444	0.817111111111111	0.728888888888889	0.703555555555556	0.477777777777778	0.673333333333333	0.770444444444444	0.665555555555556	0.731555555555556	0.125111111111111	0.633111111111111	0.816	0.411111111111111	0.802444444444444	0.746444444444444	0.814666666666667	0.520666666666667	0.450888888888889	0.466444444444444	0.718222222222222	0.625555555555556	0.674222222222222	0.335111111111111	0.579444444444444	0.465777777777778	0.702888888888889	0.105555555555556	0.936	0.602888888888889	0.825333333333333	0.812111111111111	0.542444444444444
"k__Bacteria|p__Bacteroidota"	0.188444444444444	0.130444444444444	0.151333333333333	0.086	0.162222222222222	0.140444444444444	0.478222222222222	0.289333333333333	0.0793333333333333	0.152888888888889	0.153777777777778	0.0844444444444444	0.231555555555556	0.112444444444444	0.193111111111111	0.184222222222222	0.239555555555556	0.325111111111111	0.184666666666667	0.185777777777778	0.114666666666667	0.263555555555556	0.295333333333333	0.636222222222222	0.458222222222222	0.193555555555556	0.223111111111111	0.150666666666667	0.168444444444444	0.175111111111111	0.144666666666667	0.191777777777778	0.157555555555556	0.150888888888889	0.064	0.189777777777778	0.183777777777778	0.122222222222222	0.199333333333333	0.260444444444444	0.107333333333333	0.302666666666667	0.143333333333333	0.303333333333333	0.117555555555556	0.156666666666667	0.118	0.0448888888888889	0.114666666666667	0.0428888888888889	0.190222222222222	0.164	0.328666666666667	0.139333333333333	0.115555555555556	0.111555555555556	0.147	0.193777777777778	0.138222222222222	0.297555555555556	0.501555555555556	0.531333333333333	0.459111111111111	0.0675555555555555	0.435777777777778	0.168222222222222	0.391111111111111	0.356666666666667	0.304	0.274666666666667	0.239777777777778	0.146	0.218666666666667	0.315111111111111	0.415333333333333	0.197777777777778	0.152888888888889	0.168666666666667	0.244666666666667	0.427111111111111	0.186222222222222	0.137777777777778	0.290222222222222	0.212444444444444	0.0702222222222222	0.0602222222222222	0.142888888888889	0.261111111111111	0.0982222222222222	0.179555555555556	0.146666666666667	0.155777777777778	0.472222222222222	0.0753333333333333	0.0573333333333333	0.259111111111111	0.278444444444444	0.294888888888889	0.170222222222222	0.496888888888889	0.124222222222222	0.771111111111111	0.0331111111111111	0.182444444444444	0.125555555555556	0.139666666666667	0.376
"k__Bacteria|p__Pseudomonadota"	0.0333333333333333	0.0442222222222222	0.0164444444444444	0.0988888888888889	0.137111111111111	0.0675555555555555	0.0215555555555556	0.0331111111111111	0.575111111111111	0.0113333333333333	0.0395555555555556	0.133555555555556	0.0175555555555556	0.106222222222222	0.012	0.0257777777777778	0.0297777777777778	0.0166666666666667	0.271333333333333	0.0502222222222222	0.0171111111111111	0.0346666666666667	0.0146666666666667	0.192222222222222	0.119333333333333	0.299777777777778	0.032	0.0208888888888889	0.273555555555556	0.371555555555556	0.114888888888889	0.114666666666667	0.227777777777778	0.118444444444444	0.709111111111111	0.332222222222222	0.0111111111111111	0.240222222222222	0.0337777777777778	0.008	0.346666666666667	0.02	0.173333333333333	0.024	0.0144444444444444	0.516222222222222	0.212222222222222	0.467555555555556	0.052	0.513555555555556	0.0693333333333333	0.253333333333333	0.024	0.0422222222222222	0.644666666666667	0.02	0.0987777777777778	0.0806666666666667	0.156888888888889	0.0304444444444444	0.372666666666667	0.048	0.0273333333333333	0.654888888888889	0.132666666666667	0.158444444444444	0.0635555555555556	0.0573333333333333	0.018	0.0395555555555556	0.0257777777777778	0.340888888888889	0.169777777777778	0.0364444444444444	0.0697777777777778	0.229111111111111	0.022	0.100222222222222	0.0415555555555556	0.0893333333333333	0.121111111111111	0.0897777777777778	0.0433333333333333	0.0408888888888889	0.799777777777778	0.295333333333333	0.0373333333333333	0.325333333333333	0.0277777777777778	0.0333333333333333	0.0244444444444444	0.301333333333333	0.0555555555555556	0.448	0.214222222222222	0.0784444444444444	0.0377777777777778	0.358888888888889	0.223	0.0308888888888889	0.124888888888889	0.0964444444444444	0.00777777777777778	0.184222222222222	0.0417777777777778	0.0301111111111111	0.0648888888888889
"k__Bacteria|p__Fusobacteriota"	0.00644444444444444	0.026	0.375555555555556	0.0833333333333333	0.197333333333333	0.0371111111111111	0.048	0.00333333333333333	0.0455555555555556	0.0137777777777778	0.00666666666666667	0.0462222222222222	0.00266666666666667	0.000222222222222222	0	0.00133333333333333	0	0.00577777777777778	0.000888888888888889	0.000444444444444444	0.000888888888888889	0	0.0304444444444444	0.00355555555555556	0.0133333333333333	0.00111111111111111	0	0.024	0	0	0.00222222222222222	0	0	0.000666666666666667	0.000666666666666667	0.000222222222222222	0.0131111111111111	0.000444444444444444	0.0508888888888889	0.00377777777777778	0	0.002	0	0.000222222222222222	0.000222222222222222	0.00155555555555556	0	0	0	0.00311111111111111	0.00155555555555556	0	0.00711111111111111	0.0451111111111111	0.00355555555555556	0.0226666666666667	0.0121111111111111	0.0135555555555556	0.00666666666666667	0.0284444444444444	0	0.00933333333333333	0.0155555555555556	0.00133333333333333	0	0.00511111111111111	0.00111111111111111	0.018	0.00177777777777778	0.000666666666666667	0.0117777777777778	0.00155555555555556	0	0.0282222222222222	0.00666666666666667	0.00511111111111111	0.004	0.000222222222222222	0.00422222222222222	0.000888888888888889	0.00955555555555555	0	0	0.00355555555555556	0.000444444444444444	0.00688888888888889	0	0.000666666666666667	0.00933333333333333	0.0142222222222222	0.012	0.00577777777777778	0.002	0.00733333333333333	0.00466666666666667	0.02	0.00488888888888889	0	0.0241111111111111	0.00266666666666667	0.0195555555555556	0.00444444444444444	0.000666666666666667	0.0135555555555556	0.00644444444444444	0.0175555555555556	0.000444444444444444
"k__Bacteria|p__Actinomycetota"	0.00311111111111111	0.0155555555555556	0.004	0.00577777777777778	0.00222222222222222	0.00333333333333333	0.00244444444444444	0.0117777777777778	0.000666666666666667	0.00777777777777778	0.00933333333333333	0.00266666666666667	0.000666666666666667	0.00533333333333333	0.00288888888888889	0.00266666666666667	0.00466666666666667	0.0206666666666667	0.000888888888888889	0.0117777777777778	0.00311111111111111	0.01	0.00666666666666667	0.0253333333333333	0.269333333333333	0.00177777777777778	0.00244444444444444	0.00155555555555556	0.002	0.00155555555555556	0.00977777777777778	0	0.00777777777777778	0.00577777777777778	0.012	0.00155555555555556	0.00266666666666667	0.00155555555555556	0.000444444444444444	0.002	0.00155555555555556	0.0224444444444444	0.00333333333333333	0.012	0.00488888888888889	0.000888888888888889	0.00244444444444444	0.000444444444444444	0.00177777777777778	0.02	0.00444444444444444	0.00744444444444444	0.0137777777777778	0.00511111111111111	0.00266666666666667	0.0315555555555556	0.00233333333333333	0.00533333333333333	0.00111111111111111	0.00666666666666667	0.0646666666666667	0.0482222222222222	0.0666666666666667	0.00244444444444444	0.01	0.00355555555555556	0.0144444444444444	0.00133333333333333	0.00444444444444444	0.00311111111111111	0.00155555555555556	0.00133333333333333	0.012	0.00111111111111111	0.0155555555555556	0.0115555555555556	0.00355555555555556	0.002	0.00466666666666667	0.00488888888888889	0.00977777777777778	0.002	0.000666666666666667	0.0115555555555556	0.002	0.00444444444444444	0.00355555555555556	0.00177777777777778	0.0622222222222222	0.0242222222222222	0.00133333333333333	0.0162222222222222	0.0164444444444444	0.00288888888888889	0.00555555555555556	0.0168888888888889	0.00422222222222222	0.00977777777777778	0.00177777777777778	0.00288888888888889	0.0284444444444444	0.0211111111111111	0.0224444444444444	0.0168888888888889	0.000888888888888889	0.000555555555555556	0.0162222222222222
"k__Bacteria|p__Mycoplasmatota"	0	0.000666666666666667	0	0	0.000666666666666667	0	0.002	0	0.000444444444444444	0.000888888888888889	0.00333333333333333	0.000444444444444444	0	0	0	0	0	0.000444444444444444	0	0.000666666666666667	0	0	0.000444444444444444	0	0.00688888888888889	0	0	0.000222222222222222	0	0.00266666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00533333333333333	0	0	0	0	0	0	0	0	0	0.000888888888888889	0.00133333333333333	0.000222222222222222	0	0	0.00266666666666667	0.00288888888888889	0.000444444444444444	0	0	0.000666666666666667	0	0.00288888888888889	0	0.000666666666666667	0	0	0	0	0	0	0.00177777777777778	0	0.000444444444444444	0	0.00133333333333333	0	0	0	0	0	0.00244444444444444	0	0	0	0	0.00222222222222222	0.000888888888888889	0.000222222222222222	0.00288888888888889	0	0	0	0.000444444444444444	0.00133333333333333	0.00144444444444444	0.000888888888888889	0	0.00133333333333333	0	0	0	0	0
"k__Bacteria|p__Campylobacterota"	0	0	0	0	0	0.000222222222222222	0.000222222222222222	0	0	0.000444444444444444	0	0	0.000444444444444444	0	0	0	0	0.000222222222222222	0	0	0	0.000222222222222222	0.000222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444444444444444	0	0	0	0	0	0.000222222222222222	0	0	0	0	0	0	0.000444444444444444	0	0	0	0	0	0	0	0	0	0.000222222222222222	0	0	0	0.000222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
